token,tx_hash,index,type_script_args,address,data,amount
ETH|eth,0x5a42bf72d42d79d4a9c7ce1cfccc15739d68e5115e3167a6ae8a1a9648186e2f,0x1,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcq0j8uh92f34e3ld2nvf0xl6k54zlkxljtcrgzs7f,0x00a0da8344ada4010000000000000000,118410000000000000
ETH|eth,0x7d5aee6448d42b24998db66a98c4726ae504c43f3be3f4e7415d5870fac4cc52,0x1,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcqf9v7xd86pud7myt9yd7ky7vtn7kn3cargnnug0f,0x00a01196beee64000000000000000000,28410000000000000
ETH|eth,0xf682a89ad3e468c50261fb1d85733851fc3f5574a513e9021a6a909209963474,0x1,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcqg06qzrp240pr4cyvh75qadgh85pfcxspqk48424,0x00a01196beee64000000000000000000,28410000000000000
ETH|eth,0x060decb6976fb69ff49fd7a8a84fc30f11a56b7030a16c2c28a7fb427021cdfa,0x1,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcqvnywt3kk8wjgn9yrn365zurtf278sgyeqzlgu2z,0x00a01196beee64000000000000000000,28410000000000000
ETH|eth,0x197be631fc0b251579d8fb6ecc630cb594834a2c70c2c802aaf8bcdf8b8ae7ca,0x1,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcqwmyp3cl2uuw6ldrsewyxmc4c6tr9m3h4c7znzax,0x00a0d205b17588000000000000000000,38410000000000000
ETH|eth,0x20253ee9c018822849a68caab0487324bfb2fb262270e961a92217149ff2b473,0x1,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcqwlvuyjw68pmfrxpamwpdwqhfqnx7zsxfqn3qa2g,0x00a09375a3fcab000000000000000000,48410000000000000
ETH|eth,0xffa89a3644ff540516f2814de3d414b7fecd3f469a17aa8ec99da247313e089f,0x1,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfnjrn0rphrs0wke6l9y53y6h2vlcjgv3gazkl9l,0x00a01196beee64000000000000000000,28410000000000000
ETH|eth,0x4c79bc497e6cd4fa2eb416a9a46be4963300242ee76a5d59af010a3ed23212a2,0x1,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcqvlrfuw67rmyjtxnrxy0f0lq2lg6umyfkscwhat4,0x00a058a45f9f5d010000000000000000,98410000000000000
ETH|eth,0xd282e91f605abb3a34d0fdbce6fecbb29ee4c0d9fd6b20f7c876edeadba7a2f8,0x1,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcq2suzrallwps3qn28e87wv9nxvf4pew6vqux9t32,0x00a045bcb35a81000000000000000000,36410000000000000
ETH|eth,0xcc4d33c31222be7bcdbcdee9133ae0756eb2fe67d8792dab2f9050a02af34785,0x1,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcqwlvuyjw68pmfrxpamwpdwqhfqnx7zsxfqn3qa2g,0x00a01196beee64000000000000000000,28410000000000000
